"x","y","cell","avg_biomass_by_plot","count","mean","sd"
181000,1086000,15128,45.351700929809,1,57.5594777926128,3.95133598560392
189000,1086000,15129,58.6346871149677,3,56.9505252853799,3.90531387647047
197000,1086000,15130,11.7584311875708,1,56.4212744507332,3.86370151562356
205000,1086000,15131,57.8946610295454,3,55.9873918729036,3.80876988156347
213000,1086000,15132,48.3444279996135,2,55.6581137404604,3.73584113860564
221000,1086000,15133,86.0363249646149,2,55.4294551651582,3.65423368905823
245000,1086000,15136,76.9509766761027,3,55.2297563572336,3.4524579462869
261000,1086000,15138,221.308556151123,1,55.3852682519413,3.3298851471741
269000,1086000,15139,100.376291861522,5,55.5226647032172,3.26115510539803
277000,1086000,15140,44.1490980588617,3,55.6984965677513,3.19200465555175
285000,1086000,15141,46.8713787501401,3,55.9193831360812,3.12170051682978
293000,1086000,15142,48.7775042608239,3,56.2000119479489,3.0594439546133
301000,1086000,15143,NA,0,56.5615679680571,3.01560505029913
309000,1086000,15144,50.4824586953642,3,57.0283736471149,3.00458940441292
317000,1086000,15145,84.5025335961856,2,57.6297544149423,3.03698678607414
325000,1086000,15146,45.1052763958239,3,58.3972154195977,3.11286283027551
333000,1086000,15147,71.9809351848946,3,59.3570997968711,3.21832153382751
341000,1086000,15148,84.7458980620796,6,60.5199778880623,3.33411501395917
349000,1086000,15149,35.3118887771255,3,61.8766458434923,3.43046712580439
357000,1086000,15150,73.3492066477848,3,63.3855551010973,3.50067716118929
365000,1086000,15151,50.2912106505318,4,64.9715265284993,3.55257975007026
373000,1086000,15152,106.323640487115,4,66.5623719050238,3.61706262224979
381000,1086000,15153,77.1649657290656,2,68.063026801972,3.71326395444433
389000,1086000,15154,4.97663868293219,1,69.355864067609,3.83455289337406
397000,1086000,15155,113.017995219599,2,70.3135330764062,3.94878955466848
405000,1086000,15156,67.8209616150242,4,70.8715653863203,4.02503000466284
413000,1086000,15157,91.922076662784,3,71.0260539121359,4.04242256398375
421000,1086000,15158,93.0867790074857,3,70.8360580049507,4.00018096688039
429000,1086000,15159,80.440118354552,4,70.4173350775687,3.91922510269766
437000,1086000,15160,81.3161083442743,1,69.9363725545678,3.83891469465357
445000,1086000,15161,68.1524027722571,2,69.5331152711659,3.78446050123139
453000,1086000,15162,75.6556156368466,4,69.3275352475114,3.76886072874228
461000,1086000,15163,68.8638477233068,3,69.4194883487324,3.78707580027603
469000,1086000,15164,55.5987737484707,3,69.8836074816232,3.83287806909716
477000,1086000,15165,44.4151215507457,4,70.7611076385004,3.89311480181614
485000,1086000,15166,85.1396994498291,2,72.0450945013593,3.96636096580545
493000,1086000,15167,145.863315033721,1,73.7003706578902,4.04486661377515
501000,1086000,15168,49.9862901718614,3,75.6579325794399,4.11441246391819
509000,1086000,15169,148.943455287175,4,77.8059010480037,4.16431805107923
517000,1086000,15170,107.364495798475,2,79.9905554649582,4.20620548932495
525000,1086000,15171,127.035019926892,3,82.0258873327922,4.24495045995258
533000,1086000,15172,157.03799062247,6,83.7108704318811,4.28187525174565
541000,1086000,15173,54.0144818548011,4,84.8422167321068,4.31052811407402
549000,1086000,15174,90.6323400316,4,85.3062822077331,4.34093207176835
557000,1086000,15175,62.1761457828601,4,85.023682127262,4.37025882122411
565000,1086000,15176,106.056006035702,6,83.9606503466881,4.38303472057223
573000,1086000,15177,90.4929952455097,6,82.2052858443116,4.37856202609424
581000,1086000,15178,62.0353035992108,4,79.8848703578828,4.3494470686966
589000,1086000,15179,61.1486192306879,2,77.1807688649749,4.29673197438068
597000,1086000,15180,63.9545900313476,1,74.3187838853325,4.24040799423012
605000,1086000,15181,86.0798614080587,2,71.5108127957778,4.19362857141093
613000,1086000,15182,NA,0,68.9466400766844,4.16001150521746
621000,1086000,15183,NA,0,66.7871884829286,4.13897128360678
629000,1086000,15184,66.7633131919143,2,65.1588430891377,4.13144011527631
637000,1086000,15185,194.385582831515,1,64.1632845579976,4.13709618092607
645000,1086000,15186,54.8611667192522,3,63.8034050395156,4.16906066457642
653000,1086000,15187,138.562040848477,1,64.0399637674307,4.23875242230453
661000,1086000,15188,16.8753537554171,3,64.8361675681888,4.34451725836962
669000,1086000,15189,94.5458266286926,1,66.1456696689319,4.47340678433679
677000,1086000,15190,112.020105317015,2,67.8717959306783,4.61499508269324
685000,1086000,15191,71.3380649858124,2,69.8838211170775,4.75266560635096
693000,1086000,15192,164.09085553765,1,72.0130168251704,4.86996507526867
701000,1086000,15193,137.459336463492,3,74.0840551586273,4.96604138494894
709000,1086000,15194,134.188674905006,2,75.8932636541116,5.03270338107132
717000,1086000,15195,62.3794024830045,2,77.2706534685935,5.07132887103346
725000,1086000,15196,104.702308182158,3,78.1001361625003,5.09034591467312
733000,1086000,15197,76.1542223563665,4,78.24756137579,5.08060034397112
741000,1086000,15198,93.8519723353835,6,77.7089814972644,5.04744852860555
749000,1086000,15199,153.206569053252,5,76.4939763795306,4.98547131118348
757000,1086000,15200,62.2023044886303,4,74.6704225300269,4.8942954490225
765000,1086000,15201,31.4527561368324,1,72.4305899868471,4.80036498576356
773000,1086000,15202,14.5746803053533,1,69.9515019465536,4.71914184140386
781000,1086000,15203,55.309792939903,2,67.3917348920774,4.65503008779021
789000,1086000,15204,NA,0,64.9026067449332,4.60660235761737
797000,1086000,15205,101.473872783717,1,62.621136328517,4.56281141162963
805000,1086000,15206,65.4259065111339,2,60.6629663066918,4.50853995886886
813000,1086000,15207,72.7624646548318,2,59.1061311152231,4.43366163015765
821000,1086000,15208,148.596168889421,2,57.9890492561017,4.3351608716795
829000,1086000,15209,60.3152524914237,4,57.3111023548722,4.21759215497669
837000,1086000,15210,NA,0,57.0055397364361,4.09738813953078
845000,1086000,15211,148.993349856406,1,57.0116835258,3.99169504072702
853000,1086000,15212,134.525910238805,1,57.2822355029033,3.9173641510848
861000,1086000,15213,140.06467175621,5,57.7653238364024,3.89737608139229
869000,1086000,15214,56.0632605134422,6,58.3791090834806,3.96786064123816
877000,1086000,15215,29.8740749355385,5,59.0483554788493,4.15472370251781
885000,1086000,15216,52.1765857674533,6,59.7057218951381,4.46666038173522
893000,1086000,15217,41.4437903694617,1,60.2895262956538,4.8915744614757
901000,1086000,15218,104.777140703069,2,60.7572618235541,5.40471564224751
909000,1086000,15219,74.4121629826659,1,61.0768130647648,5.96901856968321
925000,1086000,15221,56.5955030364807,1,NA,NA
933000,1086000,15222,NA,0,NA,NA
37000,1078000,15406,93.1268062552085,1,59.4106057354153,7.40208873185243
61000,1078000,15409,22.9639914686674,2,60.6324469928936,6.42416607139851
101000,1078000,15414,122.070033413983,1,61.7651994301925,5.55616736158608
133000,1078000,15418,166.722618129062,1,60.7079437179101,4.92369228476689
149000,1078000,15420,81.4482540228887,2,59.4002162373565,4.50043811528079
157000,1078000,15421,NA,0,58.660450007513,4.31194188692568
165000,1078000,15422,NA,0,57.914874855535,4.15806717586992
181000,1078000,15424,114.215047331077,2,56.5508962886393,3.9750236857177
197000,1078000,15426,73.304464865118,2,55.5430755496893,3.88729337483233
205000,1078000,15427,NA,0,55.2186248912751,3.84223809017064
213000,1078000,15428,43.3932379659688,4,55.0320146189616,3.78321775500762
221000,1078000,15429,103.938930224611,2,54.9844657263585,3.71308945290699
229000,1078000,15430,11.9411904254371,2,55.0618732087025,3.64496396531995
237000,1078000,15431,NA,0,55.2550838198366,3.58279055957059
245000,1078000,15432,NA,0,55.5484917305345,3.52714439859302
253000,1078000,15433,129.154157997581,2,55.9219365573334,3.47615248574412
261000,1078000,15434,55.2415225614078,3,56.3577678460545,3.42426963216282
269000,1078000,15435,66.6334703276311,4,56.8400752414935,3.3741326396173
277000,1078000,15436,27.7366309440222,1,57.3569250494827,3.32750689240635
285000,1078000,15437,31.5659802827029,2,57.9009317950188,3.28272864967394
293000,1078000,15438,95.563915118086,1,58.4721644588633,3.24168824201565
301000,1078000,15439,46.6886847597186,2,59.0795555365436,3.21107317014826
309000,1078000,15440,106.981698714676,4,59.7395715527727,3.20135990498768
317000,1078000,15441,104.204607102515,4,60.4752390114894,3.22265039969642
325000,1078000,15442,66.7064179705569,2,61.3145393702517,3.27936591132198
333000,1078000,15443,72.3294678975195,4,62.2809448013245,3.36598213040082
341000,1078000,15444,79.8962875624473,2,63.3793081815247,3.46671731690681
349000,1078000,15445,59.6755628492575,3,64.582684763323,3.5552964891895
357000,1078000,15446,44.0532265654406,4,65.8414910162238,3.62192438477425
365000,1078000,15447,57.9124450671576,3,67.0802905599744,3.66742467266014
373000,1078000,15448,132.534241335782,2,68.2441299305213,3.71882598066224
381000,1078000,15449,85.9022432259189,4,69.2484344900533,3.79012453967884
389000,1078000,15450,80.3808000341671,4,69.9898399401813,3.87300254782309
397000,1078000,15451,81.7674206293888,6,70.3723454929851,3.94226926442124
405000,1078000,15452,109.074285738217,4,70.3352400904278,3.96892071784393
413000,1078000,15453,65.0600476115964,2,69.91998214277,3.94657471510555
421000,1078000,15454,157.862105901705,2,69.1991778066462,3.87598459391969
429000,1078000,15455,NA,0,68.3135270484188,3.78033634853365
437000,1078000,15456,51.5916713622786,4,67.4175973661986,3.68758625250986
445000,1078000,15457,NA,0,66.6504443833638,3.61779600168972
453000,1078000,15458,52.1910036839894,2,66.1385067224777,3.59068750665714
461000,1078000,15459,111.330638132113,2,65.9799891227069,3.60534663373096
469000,1078000,15460,89.5818464522142,2,66.2530987430635,3.6471046214642
477000,1078000,15461,89.3511274808221,2,66.9920639930561,3.70883001116783
485000,1078000,15462,59.387257411312,1,68.1890846934651,3.78824623359687
493000,1078000,15463,99.7384570344255,5,69.80944264211,3.87875147548398
501000,1078000,15464,101.625836393958,2,71.7919788845715,3.96741432563288
509000,1078000,15465,64.8588934650518,2,74.0264165029171,4.04868410392741
517000,1078000,15466,81.2625145193123,4,76.3539760717518,4.12554543770377
525000,1078000,15467,126.654479995138,3,78.5742625141818,4.19137181932875
533000,1078000,15468,106.850861611402,1,80.4735213007266,4.24302986514893
541000,1078000,15469,44.1794703459887,3,81.8347188114661,4.27123243962051
549000,1078000,15470,215.518987789102,4,82.5249290863,4.28640916614102
557000,1078000,15471,138.2472233592,3,82.4537119659006,4.29192502122292
565000,1078000,15472,77.5652640895233,2,81.597436521377,4.28666236037491
573000,1078000,15473,92.2661222509013,3,80.020012053537,4.27049383746167
581000,1078000,15474,70.4381270979229,1,77.8304511265209,4.23308760701415
589000,1078000,15475,29.6546487037102,2,75.2164696116982,4.17912239300093
597000,1078000,15476,66.5712526258075,1,72.3930942568663,4.1168606541702
605000,1078000,15477,55.3622814496891,2,69.5813286171071,4.06212279125805
613000,1078000,15478,32.0597923180334,4,66.9765111933783,4.01885047126078
621000,1078000,15479,100.832781107569,2,64.7444930165717,3.98868506085677
629000,1078000,15480,193.856755697636,1,63.0265619647172,3.97040141126442
637000,1078000,15481,26.7680056280135,1,61.9134036749484,3.96656318150533
645000,1078000,15482,28.8857765765732,3,61.4281965057601,3.98633690186786
653000,1078000,15483,23.7855349403237,3,61.5271084714714,4.04100425508899
661000,1078000,15484,NA,0,62.1928171040677,4.12428895369316
669000,1078000,15485,57.402480267436,1,63.36974208853,4.22632907808864
677000,1078000,15486,84.3765385696183,2,64.9764720428369,4.33108966353056
685000,1078000,15487,45.8624451483797,2,66.8876868787721,4.42508164352289
693000,1078000,15488,84.1229437216197,1,68.9501587806974,4.50417525003202
701000,1078000,15489,51.9502176504321,2,70.9896106797594,4.56609750564593
709000,1078000,15490,103.596972455309,2,72.8155258065799,4.60762500351392
717000,1078000,15491,74.0289848593533,1,74.2669527532481,4.63524199603359
725000,1078000,15492,110.90188607725,4,75.2048964434952,4.6551047348431
733000,1078000,15493,66.7520594838173,4,75.4891413580617,4.65933594431359
741000,1078000,15494,127.873452880896,7,75.1165583833618,4.65486473731234
749000,1078000,15495,141.16179438859,5,74.099868752311,4.63665647207235
757000,1078000,15496,92.7628096036539,2,72.5072418257033,4.60299650708999
765000,1078000,15497,64.4981392067258,1,70.4912338782198,4.56861259020784
773000,1078000,15498,NA,0,68.225191578178,4.54863071810907
789000,1078000,15500,NA,0,63.5577334223944,4.55379925107383
797000,1078000,15501,155.979774225076,2,61.4370038908024,4.55517189177319
805000,1078000,15502,175.082267861459,1,59.6372970409473,4.52866342629251
813000,1078000,15503,164.085907230413,1,58.2376477543347,4.46453207020833
821000,1078000,15504,55.6873955748544,2,57.2738412244216,4.36147666586307
829000,1078000,15505,72.328491255303,1,56.7214853859879,4.2286737548863
837000,1078000,15506,68.4496398763924,2,56.5315022835544,4.07988852234397
845000,1078000,15507,84.8114189481719,2,56.6511815158885,3.93073374321358
853000,1078000,15508,14.2293776264088,3,57.030323310924,3.80042604394424
861000,1078000,15509,55.2807072760284,4,57.6038221565072,3.71903519612126
869000,1078000,15510,40.2403572059494,2,58.2957296408802,3.72551718213851
877000,1078000,15511,97.0602594570836,5,59.0310447064521,3.85558899965966
885000,1078000,15512,80.2430984230514,2,59.7420791869216,4.12507930811667
893000,1078000,15513,5.68467454419529,1,60.3699331458071,4.52455811153332
901000,1078000,15514,NA,0,60.8682237230415,5.0256569229926
909000,1078000,15515,3.42099015198746,1,61.2026923787877,5.58832208002119
917000,1078000,15516,140.016432645984,1,61.3593622103207,6.17127244637003
925000,1078000,15517,49.8735291509776,3,61.3403197212186,6.73518113007473
933000,1078000,15518,NA,0,NA,NA
-11000,1070000,15696,NA,0,56.2021637397369,9.70150624203249
37000,1070000,15702,140.284430272298,1,58.5237656949659,7.423591655878
109000,1070000,15711,NA,0,60.7114404305883,5.46868455263134
125000,1070000,15713,23.1138439121546,1,60.0922975876779,5.16308074209208
133000,1070000,15714,90.3515332327651,1,59.5759729892291,4.97434246418734
141000,1070000,15715,98.3304768645575,2,58.9468089887707,4.76733603220748
157000,1070000,15717,149.631381673896,1,57.5057100890379,4.36621853013318
181000,1070000,15720,4.92215072889432,1,55.4801094725862,3.99701907485122
205000,1070000,15723,11.117451788487,2,54.4310207496118,3.86156547072564
213000,1070000,15724,23.8925055023965,1,54.395210362556,3.81623585393709
221000,1070000,15725,4.61733059143059,1,54.5242080348063,3.76644087900456
229000,1070000,15726,20.769771931138,1,54.8115535243587,3.71749943779147
237000,1070000,15727,42.190291711248,1,55.2551418623897,3.66776276074716
245000,1070000,15728,NA,0,55.8338272689047,3.62120811411799
253000,1070000,15729,NA,0,56.5186191396228,3.58217970073939
261000,1070000,15730,91.5135913193441,3,57.2855763942024,3.54769463492507
269000,1070000,15731,41.5407339065396,3,58.1103316697327,3.5203326984616
277000,1070000,15732,38.8371537114085,2,58.9687125019407,3.50300615459002
285000,1070000,15733,62.1800271417439,3,59.8367631619061,3.49037093270618
293000,1070000,15734,76.3029304386509,6,60.6971733550879,3.47659887844951
301000,1070000,15735,83.4896654476882,1,61.5444451316054,3.46207931004343
309000,1070000,15736,80.2316782618783,3,62.384191950382,3.45322758904717
317000,1070000,15737,NA,0,63.2285028609652,3.45767614333979
325000,1070000,15738,46.4915238457172,3,64.1026833786878,3.48535586827199
333000,1070000,15739,68.3762581647402,3,65.0282309325929,3.53955440643205
341000,1070000,15740,29.7245390363554,4,66.0060238441744,3.61145596696279
349000,1070000,15741,66.1459703207969,5,67.006055478594,3.68266521982697
357000,1070000,15742,98.4224856365802,4,67.9636379045378,3.73482285426543
365000,1070000,15743,NA,0,68.8183438526608,3.76870217184397
373000,1070000,15744,120.948241799444,4,69.5271296685141,3.8041312444437
381000,1070000,15745,163.090248532023,2,70.0094187186525,3.84687725180191
389000,1070000,15746,105.706356705954,1,70.1792217129423,3.88808428968098
397000,1070000,15747,76.4890136870111,3,69.9694056456537,3.90896230658082
405000,1070000,15748,63.9006164934607,4,69.3596235826173,3.89196554625593
413000,1070000,15749,87.5799381517681,3,68.3959414962904,3.83167792200301
421000,1070000,15750,134.144508087999,4,67.2027883592728,3.74184268058998
429000,1070000,15751,94.108101630375,5,65.9070451517373,3.63497885782211
437000,1070000,15752,66.665730998374,2,64.6594600353007,3.53182912428776
445000,1070000,15753,55.4948048810339,5,63.6009894414451,3.45230740168444
453000,1070000,15754,49.1340046120174,3,62.8510287568727,3.4154190410441
461000,1070000,15755,63.1598003167053,6,62.5032477819035,3.42194812336367
469000,1070000,15756,15.6301639864853,3,62.6269881478143,3.46132043287891
477000,1070000,15757,84.7527193755713,1,63.2642727232818,3.52268113516706
485000,1070000,15758,133.883263934955,2,64.4007406655583,3.60692898631466
493000,1070000,15759,84.5516907877081,4,66.0007442743554,3.71006423191195
501000,1070000,15760,212.33558403542,2,68.0188047014507,3.81741965361898
509000,1070000,15761,84.3177172258974,1,70.3459324841973,3.92549594421071
517000,1070000,15762,128.024533231628,2,72.8177900145116,4.03295067185536
525000,1070000,15763,99.7214560677581,2,75.2290181657295,4.13024418630864
533000,1070000,15764,38.647996646049,3,77.3490399645226,4.19954998310214
541000,1070000,15765,54.9575498206212,2,78.9662577340476,4.23662239297931
549000,1070000,15766,75.8136103453858,2,79.9067919500902,4.24196521943055
557000,1070000,15767,94.6097381930373,3,80.0627266920869,4.22234444761102
565000,1070000,15768,92.1021183956317,4,79.4130391247323,4.18947473577342
573000,1070000,15769,113.786026728499,4,78.012766602717,4.15129623974472
581000,1070000,15770,94.1821228472901,3,75.9749114131886,4.10689888242807
589000,1070000,15771,NA,0,73.4638425317701,4.05208518521958
597000,1070000,15772,50.4097131191728,3,70.6979219485824,3.9955928247044
605000,1070000,15773,21.2621693240992,2,67.8945195388407,3.94297996292114
613000,1070000,15774,50.2208675098283,2,65.2571703738955,3.89633169351702
621000,1070000,15775,43.3655617621467,1,62.9532267838496,3.86203194370382
629000,1070000,15776,82.1181973574152,2,61.1423044531875,3.83617010580426
637000,1070000,15777,78.6286071633453,2,59.9210602107134,3.82164445643938
645000,1070000,15778,27.904048050433,2,59.2950230038646,3.83078529719688
653000,1070000,15779,NA,0,59.2432334893892,3.87027776528021
661000,1070000,15780,82.0565722711982,2,59.7412232095884,3.93548691445782
669000,1070000,15781,67.5883235641495,1,60.7549833795869,4.01238631959846
677000,1070000,15782,167.329256915855,1,62.1993223777449,4.08926748374926
685000,1070000,15783,32.1429072865145,3,63.9677513314564,4.1544981066311
693000,1070000,15784,56.4474508785182,3,65.920426128045,4.20679911828495
701000,1070000,15785,24.6806789918716,1,67.8910863882593,4.24772769740271
709000,1070000,15786,29.8155239872985,3,69.6925857046362,4.27481380546402
717000,1070000,15787,213.78176856791,1,71.1731864842013,4.29901099993742
725000,1070000,15788,133.430477903587,6,72.1941114783315,4.32869372839794
733000,1070000,15789,15.3422057547888,1,72.6274305035595,4.36046053569883
741000,1070000,15790,156.650503151858,5,72.4567009386417,4.39904452936129
749000,1070000,15791,175.330562118864,4,71.6759153407693,4.43357672110839
757000,1070000,15792,43.1641770755724,4,70.3488077709755,4.45919541307316
765000,1070000,15793,NA,0,68.6049745407582,4.48333852007466
773000,1070000,15794,6.10035791124193,1,66.6064804887307,4.51950441795705
781000,1070000,15795,20.5068234022443,1,64.5010996838045,4.56726910467662
789000,1070000,15796,130.458941137197,2,62.425401877576,4.61674048652953
797000,1070000,15797,14.1088625605389,1,60.514545860207,4.65002623501237
805000,1070000,15798,122.769956179231,1,58.9046605381979,4.64395517250993
813000,1070000,15799,82.6300367059343,1,57.6677293941657,4.59079886496512
821000,1070000,15800,6.49692187395305,1,56.8423229771434,4.48906684969646
829000,1070000,15801,NA,0,56.4113217603514,4.34781166403254
837000,1070000,15802,50.8479482893123,3,56.3295881316331,4.18050462344966
845000,1070000,15803,18.6774511881718,1,56.5478686702739,4.00124901311042
853000,1070000,15804,76.1566896106156,2,57.019352821067,3.82740013833657
861000,1070000,15805,24.0812974557233,1,57.6626227371428,3.69475581143836
869000,1070000,15806,23.291146590408,5,58.4075962468969,3.64067895637877
877000,1070000,15807,68.2607466263943,6,59.1812923467374,3.70707503629034
885000,1070000,15808,60.6164201667935,3,59.9191822525303,3.91671391026381
893000,1070000,15809,4.94772892283846,2,60.5649761108942,4.26577175551924
901000,1070000,15810,40.7376459422065,1,61.0702725041855,4.72678447294086
909000,1070000,15811,57.2662388393125,1,61.3947109973525,5.25768497454107
917000,1070000,15812,84.9068642815658,2,61.5334206134079,5.82148354751103
933000,1070000,15814,33.0199092178602,1,NA,NA
-27000,1062000,15990,175.223763962207,1,54.801723849127,10.5461082328302
-19000,1062000,15991,76.9024099337377,1,55.0321053318803,10.1730841121976
53000,1062000,16000,18.1681276506373,1,58.4588102950668,6.73814683864242
125000,1062000,16009,100.226321394563,1,58.8699901345567,5.21087515678495
133000,1062000,16010,73.1891094109887,3,58.337521104146,5.03326996675205
149000,1062000,16012,152.785661290481,2,57.0008948843883,4.62058629203271
157000,1062000,16013,NA,0,56.2804281681596,4.417838766881
165000,1062000,16014,9.16505548588938,1,55.5810080212384,4.24002240399431
173000,1062000,16015,4.44974287192948,1,54.9438766956137,4.10000924733372
181000,1062000,16016,149.713752473328,1,54.4046133546917,4.00156674990205
189000,1062000,16017,2.3582367820069,1,53.9998331574531,3.93354782636853
197000,1062000,16018,101.189140205751,1,53.7504410362605,3.88792595865026
205000,1062000,16019,204.384419568157,1,53.6671823936871,3.85853354279401
213000,1062000,16020,3.0571809699655,1,53.7756291582666,3.83087911985744
221000,1062000,16021,114.706783831482,1,54.0737762201005,3.80492688332167
229000,1062000,16022,52.4176397930774,1,54.56329352435,3.77885024156702
237000,1062000,16023,21.0783882890118,1,55.2425865718771,3.74918520692468
253000,1062000,16025,62.601319681107,4,57.0597004479185,3.7051318153543
261000,1062000,16026,137.430471044496,2,58.1393373621961,3.69155274494042
269000,1062000,16027,NA,0,59.2889305858596,3.68932148409596
277000,1062000,16028,120.530747072695,2,60.4739327483442,3.70588294913331
285000,1062000,16029,34.6670755967069,2,61.6523187885096,3.7298031544464
293000,1062000,16030,92.5255404354717,1,62.7886574996276,3.74808902265407
301000,1062000,16031,75.1404003696872,4,63.8595169909633,3.75350535157882
309000,1062000,16032,131.50215681331,1,64.8586707387317,3.74878034382127
317000,1062000,16033,137.115622277625,1,65.7776635251747,3.73451195258681
325000,1062000,16034,NA,0,66.6435921391379,3.72779170855059
333000,1062000,16035,151.543057944825,2,67.4772405876703,3.74015078408556
341000,1062000,16036,63.6985565002028,4,68.2789267292564,3.77136395548801
349000,1062000,16037,94.6268757642128,3,69.0157933814302,3.808421831073
357000,1062000,16038,45.3654704692144,3,69.6289662276307,3.83479981936614
365000,1062000,16039,103.835039851718,3,70.076234003269,3.85059640600525
373000,1062000,16040,126.196879825573,4,70.317695280514,3.86558934873234
381000,1062000,16041,169.119816069218,2,70.2754139249083,3.87706289417086
389000,1062000,16042,104.877903230213,4,69.8895204362555,3.87830780781503
397000,1062000,16043,57.3173398831414,3,69.1196953197684,3.85579520589116
405000,1062000,16044,27.3996431270148,4,67.9683069369467,3.79728515537211
413000,1062000,16045,4.69519786631355,1,66.5293437825057,3.70956082059698
421000,1062000,16046,74.3563003325379,5,64.92689749952,3.60253438553552
429000,1062000,16047,44.2320950851676,3,63.2942350090902,3.48584447835804
437000,1062000,16048,68.2715128369979,3,61.7763521658896,3.37627374216943
445000,1062000,16049,102.184742538882,1,60.5052582458235,3.29204168303832
453000,1062000,16050,33.7288380849605,2,59.5876158953391,3.24706938374476
461000,1062000,16051,59.0668123944932,4,59.112603143877,3.24289055238072
469000,1062000,16052,24.8304449494708,2,59.1486986182301,3.27210320950861
477000,1062000,16053,76.6071223452704,5,59.7195060348495,3.3304352528947
485000,1062000,16054,29.0261002361391,2,60.823232993787,3.41586394926082
493000,1062000,16055,110.538448931476,3,62.4193502568806,3.52841135749127
501000,1062000,16056,132.756907555092,3,64.4713655567705,3.65637524136585
509000,1062000,16057,181.538917599452,1,66.8911159703343,3.78859473236196
517000,1062000,16058,84.8968020059936,2,69.5024587080435,3.92463779702878
525000,1062000,16059,106.40542054211,2,72.0965900142373,4.05085728351882
533000,1062000,16060,67.8672401741341,3,74.4443621009386,4.14575446932692
541000,1062000,16061,125.647921672114,4,76.32204201107,4.19841774621605
549000,1062000,16062,100.299798615265,3,77.5252577283469,4.20286029817428
557000,1062000,16063,74.8599354260047,3,77.9208812220899,4.16555370192222
565000,1062000,16064,85.9781093144544,3,77.4829060353537,4.10720107589089
573000,1062000,16065,141.896445943329,4,76.2638712323484,4.04628500232342
581000,1062000,16066,100.445110871044,2,74.3775667663811,3.99069894564257
589000,1062000,16067,111.252917018421,2,71.9856807876671,3.93907195481373
597000,1062000,16068,91.9884014486688,1,69.2908359051185,3.88964497623217
605000,1062000,16069,67.8130890097918,4,66.5090260909938,3.83818660963559
613000,1062000,16070,24.2135917499695,1,63.845289847669,3.79138876727539
621000,1062000,16071,53.8119873534748,2,61.4810324180893,3.7525036416686
629000,1062000,16072,79.95535542284,2,59.5702422700948,3.72111086358223
637000,1062000,16073,21.1468398298173,2,58.2171707583885,3.70038856660822
653000,1062000,16075,51.5512712374262,2,57.2219251722854,3.73036423017742
661000,1062000,16076,87.0147941776165,3,57.5450140271949,3.78224038519787
669000,1062000,16077,21.572397613141,1,58.3690577074737,3.84646614077726
677000,1062000,16078,55.1573427775521,1,59.628463481477,3.910675712647
685000,1062000,16079,3.10741354814471,2,61.2336624922889,3.96199053075716
693000,1062000,16080,NA,0,63.0510104964073,4.00139174570462
701000,1062000,16081,67.6220492581019,2,64.9231870944959,4.03360238526988
709000,1062000,16082,36.3165757780716,3,66.6806722107612,4.0624050873333
717000,1062000,16083,89.7805609539418,4,68.1606358556848,4.09266497203372
725000,1062000,16084,128.089030770478,5,69.2406151422563,4.13794151747927
733000,1062000,16085,58.8867886566715,4,69.8184843017154,4.20135207017506
741000,1062000,16086,105.485104515923,6,69.8483891562213,4.28000002142133
749000,1062000,16087,71.830176066282,7,69.3232534786229,4.36197245210706
757000,1062000,16088,68.6793761885537,4,68.2900955541112,4.43787895269732
765000,1062000,16089,23.4729419726625,3,66.8582123222729,4.51258679030113
773000,1062000,16090,35.6249351063199,1,65.1668032147284,4.59218359804459
781000,1062000,16091,75.399772647841,1,63.3544431863341,4.67269382449173
789000,1062000,16092,NA,0,61.5512620226854,4.74567460269625
797000,1062000,16093,26.9719284418615,1,59.8849378952101,4.79574148448665
805000,1062000,16094,42.2613870775975,2,58.4735336800321,4.8047771050077
813000,1062000,16095,64.4326342325351,1,57.4025231208475,4.76108099696065
821000,1062000,16096,39.094503975139,2,56.7220466907081,4.66106805334504
829000,1062000,16097,47.9223904163681,1,56.4124285797593,4.51670685654735
837000,1062000,16098,1.85754790782509,1,56.4320789676515,4.34150162554698
845000,1062000,16099,31.990400781046,2,56.7362171507758,4.147649404688
853000,1062000,16100,33.6141573304815,2,57.2707975350474,3.95288439423326
861000,1062000,16101,89.0615691622765,4,57.9569420338034,3.79094966321494
869000,1062000,16102,65.4607269970374,5,58.725352504692,3.69759630968686
877000,1062000,16103,122.857595238162,6,59.509753148633,3.71041377966723
885000,1062000,16104,106.651053613057,5,60.2481240767185,3.85538041765939
893000,1062000,16105,86.1836886971144,3,60.8847859114805,4.13536075636513
901000,1062000,16106,71.1532275870742,3,61.3694935156207,4.52868902138335
909000,1062000,16107,31.0871660319682,2,61.6652301678697,4.9999888156706
925000,1062000,16109,125.786911937854,1,61.692171989776,6.05132570202508
933000,1062000,16110,46.1337445475574,1,61.4741075322612,6.58445141537828
957000,1062000,16113,107.312401659725,1,NA,NA
5000,1054000,16290,NA,0,55.0707478288642,9.03954306421189
61000,1054000,16297,175.48733291712,1,57.8718927835689,6.45275527047561
69000,1054000,16298,124.262541867522,4,58.2051684576412,6.23024901813186
85000,1054000,16300,60.1757479728395,1,58.6196988148284,5.91444051143757
125000,1054000,16305,NA,0,57.5885252464784,5.25174567445022
133000,1054000,16306,78.5976459064026,2,57.040967883516,5.07934492987214
141000,1054000,16307,74.4708669706942,2,56.410246823195,4.88488082086577
